City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,antalaha,0,MG,1517355036,94,-14.9,50.28,76.0,3.02
380,aguimes,75,ES,1517353200,72,27.91,-15.45,59.0,13.87
381,alcudia,20,ES,1517353200,100,39.85,3.12,44.6,3.36
382,soe,76,EE,1517352600,79,57.91,26.05,24.8,6.93
383,waddan,0,LY,1517355038,88,29.16,16.14,36.04,4.36
384,yarmouth,75,GB,1517352600,93,50.71,-1.5,50.0,11.41
385,sabha,64,LY,1517355040,61,27.03,14.43,50.44,9.51
386,teseney,0,ER,1517355041,59,15.11,36.66,58.76,6.38
387,carutapera,36,BR,1517355041,91,-1.2,-46.02,78.07,7.27
388,pavlovskiy,0,RU,1517353200,80,45.07,37.77,39.2,6.71
389,shieli,20,KZ,1517355042,57,44.18,66.74,-5.77,3.13
390,iskateley,64,RU,1517355043,85,67.68,53.15,9.26,7.38
391,general roca,0,AR,1517349600,21,-39.03,-67.58,84.2,11.41
392,zhigansk,32,RU,1517355043,79,66.77,123.37,-38.26,4.81
393,vao,76,EE,1517355044,89,59.1,26.19,20.69,4.03
394,seoul,1,KR,1517352960,100,37.57,126.98,28.4,3.02
395,nchelenge,92,ZM,1517355045,100,-9.35,28.74,67.72,4.36
396,banda aceh,48,ID,1517355046,100,5.56,95.32,74.02,1.9
397,kedrovyy,40,RU,1517353200,71,56.17,91.82,5.0,13.42
398,tsiroanomandidy,48,MG,1517355048,99,-18.77,46.05,64.93,3.13
399,lubao,75,PH,1517353200,78,14.94,120.6,77.0,3.36
400,port lincoln,92,AU,1517355049,86,-34.72,135.86,65.56,20.8
401,bin qirdan,0,TN,1517355025,91,33.14,11.22,46.75,4.59
402,jasper,1,US,1517352960,33,33.83,-87.28,46.4,3.47
403,takoradi,0,GH,1517355051,100,4.89,-1.75,79.01,6.15
404,mozarlandia,76,BR,1517355051,94,-14.74,-50.57,70.51,6.49
405,port macquarie,90,AU,1517353200,94,-31.43,152.91,69.8,13.87
406,goderich,68,CA,1517355053,81,43.74,-81.71,17.99,6.38
407,uyuni,92,BO,1517355055,97,-20.46,-66.82,46.57,2.35
408,harper,1,US,1517354100,28,30.3,-99.24,62.6,10.29
409,aleksandrovka,0,RU,1517355056,88,46.65,38.4,30.73,18.68
410,pisco,0,PE,1517353200,69,-13.71,-76.2,75.2,23.04
411,the valley,20,AI,1517353200,60,18.22,-63.06,75.2,6.93
412,bodden town,90,KY,1517353200,78,19.28,-81.25,77.0,16.11
413,venice,0,US,1517352900,67,27.1,-82.45,60.8,14.99
414,solnechnyy,0,RU,1517355060,59,50.72,136.64,-20.76,3.58
415,marawi,24,PH,1517355061,85,8.0,124.29,71.36,2.91
416,letterkenny,76,IE,1517355062,98,54.95,-7.73,44.68,27.63
417,ossora,88,RU,1517355063,95,59.24,163.07,32.48,16.78
418,pandharpur,0,IN,1517355063,53,17.68,75.33,54.85,2.8
419,kapan,8,AM,1517355064,60,39.21,46.4,-2.31,1.68
420,komsomolskiy,68,RU,1517355065,86,67.55,63.78,8.63,5.7
421,beisfjord,0,NO,1517352600,58,68.38,17.6,24.8,9.17
422,parauna,12,ID,1517355066,87,-3.82,122.09,73.48,2.35
423,rosarito,40,CO,1517353200,73,4.91,-75.23,78.8,4.7
424,pauini,36,BR,1517355067,93,-7.71,-67.0,77.84,1.45
425,bilma,20,NE,1517355067,71,18.69,12.92,49.9,3.02
426,bandarbeyla,88,SO,1517355069,100,9.49,50.81,74.2,20.02
427,mayo,40,CA,1517349600,75,63.59,-135.9,-14.81,2.8
428,felsberg,0,DE,1517352600,97,51.14,9.42,33.8,5.82
429,byron bay,8,AU,1517351400,61,-28.65,153.62,82.4,4.7
430,luanda,20,AO,1517353200,78,-8.83,13.24,80.6,8.05
431,santa isabel,75,CO,1517349600,78,4.71,-75.1,78.8,4.7
432,kingston,90,CA,1517352960,92,44.23,-76.48,15.8,5.82
433,copiapo,75,CL,1517353200,72,-27.37,-70.33,62.6,13.87
434,volkhovskiy,76,RU,1517355074,75,58.58,31.32,18.26,8.95
435,gurupi,64,BR,1517355075,95,-11.73,-49.07,74.29,2.8
436,rodrigues alves,40,BR,1517353200,74,-7.74,-72.65,82.4,2.24
437,tignere,12,CM,1517355076,64,7.37,12.65,55.21,5.37
438,progreso,0,UY,1517353200,69,-34.68,-56.22,86.0,9.17
439,gorontalo,24,ID,1517355078,85,0.54,123.06,77.98,2.35
440,morro bay,1,US,1517352960,22,35.37,-120.85,78.8,5.82
441,green river,1,US,1517352840,31,41.53,-109.47,46.4,31.09
442,fairbanks,20,US,1517353080,75,64.84,-147.72,-13.01,4.7
443,changping,0,CN,1517353200,27,40.22,116.23,26.6,6.71
444,iqaluit,40,CA,1517349600,75,63.75,-68.52,-14.81,5.82
445,matara,80,PE,1517355083,77,-13.74,-72.9,49.99,1.45
446,uruacu,76,BR,1517355084,96,-14.52,-49.14,70.78,2.35
447,severodvinsk,40,RU,1517353200,91,64.56,39.82,3.2,6.71
448,cabedelo,20,BR,1517353200,74,-6.97,-34.84,80.6,6.93
449,inongo,88,CD,1517355086,82,-1.93,18.29,76.72,2.68
450,darnah,8,LY,1517355087,100,32.77,22.64,59.98,15.43
451,vitim,36,RU,1517355087,80,59.44,112.57,-5.28,3.58
452,brawley,1,US,1517352960,20,32.98,-115.53,80.6,2.68
453,clyde river,1,CA,1517353200,65,70.47,-68.59,-36.41,3.36
454,high level,90,CA,1517354460,70,58.52,-117.13,-5.81,8.05
455,beringovskiy,48,RU,1517355089,100,63.05,179.32,18.4,5.59
456,talcahuano,0,CL,1517353200,46,-36.72,-73.12,69.8,16.11
457,tuatapere,92,NZ,1517355090,68,-46.13,167.69,71.05,22.7
458,itatskiy,12,RU,1517355091,72,56.07,89.04,-2.26,10.4
459,nyurba,56,RU,1517355091,33,63.29,118.35,-22.92,3.69
460,harenkarspel,90,NL,1517352900,93,52.73,4.78,44.6,10.29
461,waseca,1,US,1517354100,68,44.08,-93.51,28.4,18.34
462,fukue,20,JP,1517353200,64,35.03,136.69,37.4,17.22
463,east london,88,ZA,1517355059,100,-33.02,27.91,72.89,22.93
464,yeppoon,0,AU,1517351400,58,-23.13,150.74,82.4,5.82
465,gadsden,1,US,1517352960,38,34.01,-86.01,44.6,5.82
466,paredon,92,BO,1517355096,89,-18.93,-65.16,54.76,2.68
467,mattru,0,SL,1517355098,72,7.62,-11.83,79.19,7.16
468,puerto lleras,40,CO,1517353200,65,8.16,-72.46,82.4,6.93
469,jurm,32,AF,1517355099,78,36.86,70.83,7.19,1.79
470,mangrol,0,IN,1517355099,82,25.33,76.51,49.09,3.69
471,isangel,36,VU,1517355100,99,-19.55,169.27,82.03,8.84
472,trinidad,12,UY,1517355101,47,-33.52,-56.9,75.19,6.93
473,kattivakkam,0,IN,1517353200,88,13.22,80.32,69.8,7.16
474,charyshskoye,0,RU,1517355102,61,51.4,83.56,-13.65,2.57
475,tazovskiy,44,RU,1517355103,73,67.47,78.7,0.89,13.42
476,hutchinson,1,US,1517352960,30,38.06,-97.93,55.4,19.46
477,noumea,0,NC,1517353200,88,-22.28,166.46,78.8,8.05
478,brooks,8,CA,1517355105,88,50.57,-111.89,24.07,2.91
479,boende,24,CD,1517355105,86,-0.28,20.88,76.18,2.13
480,bandundu,48,CD,1517355105,85,-3.32,17.38,77.44,2.35
481,iguatemi,24,BR,1517355106,92,-23.67,-54.56,76.09,3.24
482,mishkino,75,RU,1517353200,66,56.22,46.62,10.4,20.13
483,mildura,68,AU,1517355108,51,-34.18,142.16,65.2,18.68
484,necochea,0,AR,1517355108,70,-38.55,-58.74,69.56,18.57
485,bombay,75,US,1517352780,72,44.94,-74.57,15.8,6.93
486,san quintin,75,PH,1517353200,93,17.54,120.52,66.2,2.24
487,alice springs,24,AU,1517351400,83,-23.7,133.88,71.6,8.05
488,panama city,1,US,1517352960,34,30.16,-85.65,53.6,3.36
489,rocha,0,UY,1517355113,57,-34.48,-54.34,74.65,9.73
490,axim,0,GH,1517355113,97,4.87,-2.24,80.68,8.16
491,maldonado,20,UY,1517353200,69,-34.91,-54.96,78.8,5.82
492,kuala terengganu,75,MY,1517349600,100,5.33,103.14,75.2,1.12
493,kailua,20,US,1517353020,54,21.39,-157.74,80.6,13.87
494,vaitape,68,PF,1517355115,100,-16.52,-151.75,78.25,2.91
495,meleuz,0,RU,1517355115,46,52.96,55.93,-7.66,6.6
496,tara,75,JP,1517353200,86,33.0,130.15,33.8,5.82
497,auki,0,NG,1517355116,33,12.18,6.51,59.21,9.4
498,taoudenni,0,ML,1517355117,92,22.68,-3.98,58.58,8.39
499,saint-pierre,90,FR,1517353200,93,48.95,4.24,48.2,18.34
500,doka,0,SD,1517355119,42,13.52,35.76,64.3,9.73
501,klobuck,90,PL,1517353200,69,50.9,18.94,35.6,8.05
502,nattam,0,IN,1517353200,88,12.7,79.97,69.8,4.03
503,baghramyan,20,AM,1517353200,68,40.19,43.86,30.2,2.24
504,pirgos,0,GR,1517352600,87,35.12,25.72,48.2,6.93
505,seymchan,92,RU,1517355122,77,62.93,152.39,21.14,4.92
506,sungaipenuh,12,ID,1517355124,80,-2.08,101.38,64.43,1.45
507,lata,36,IN,1517355124,91,30.78,78.62,23.21,1.45
508,zhuhai,0,CN,1517353200,63,40.71,112.04,-9.41,4.47
509,sukumo,64,JP,1517355125,92,32.94,132.72,38.92,7.05
510,berlevag,32,NO,1517355126,100,70.86,29.09,4.27,6.93
511,tessalit,20,ML,1517355126,36,20.2,1.01,64.39,10.74
512,stefanesti,0,RO,1517355128,65,44.87,24.93,19.61,3.13
513,seaforth,0,AU,1517351400,69,-20.9,148.96,82.4,3.36
514,tura,0,IN,1517355129,77,25.52,90.21,45.76,2.46
515,avera,1,US,1517352900,31,33.19,-82.53,46.4,5.82
516,oktyabrskoye,56,RU,1517355131,80,56.73,85.44,1.93,6.71
517,kasongo-lunda,12,CD,1517355131,98,-6.48,16.82,70.33,1.9
518,daugai,90,LT,1517352600,92,54.36,24.35,33.8,12.75
519,russellville,1,US,1517352780,31,35.28,-93.13,46.4,6.93
520,skjervoy,0,NO,1517355133,100,70.03,20.97,22.72,9.73
521,ingham,32,AU,1517355133,99,-18.65,146.16,80.41,3.13
522,tiznit,0,MA,1517355134,99,29.7,-9.73,46.39,4.36
523,dudinka,76,RU,1517355134,82,69.41,86.18,8.05,8.84
524,micheweni,8,TZ,1517355135,100,-4.97,39.83,79.91,11.18
525,qaqortoq,0,GL,1517352600,68,60.72,-46.03,24.8,5.82
526,minot,1,US,1517352960,64,48.23,-101.3,37.4,27.51
527,port augusta,92,AU,1517353200,59,-32.49,137.76,62.6,17.22
528,rajkot,0,IN,1517354841,78,22.3,70.8,53.99,2.91
529,bolkhov,88,RU,1517355137,97,53.44,36.0,30.68,9.17
530,kletskaya,92,RU,1517355138,98,49.31,43.06,33.43,12.53
531,mandello del lario,90,IT,1517352600,93,45.92,9.32,44.6,2.24
532,shimorskoye,92,RU,1517355139,85,55.33,42.04,29.74,18.9
533,guerrero negro,0,MX,1517355140,27,27.97,-114.04,79.19,8.72
534,biloli,0,IN,1517355140,75,18.77,77.72,49.94,2.91
535,san mateo,75,US,1517352960,55,37.54,-122.31,69.8,4.7
536,obligado,0,PY,1517353200,42,-27.06,-55.63,86.0,5.82
537,ngunguru,92,NZ,1517355142,92,-35.62,174.5,72.13,23.04
538,plouzane,90,FR,1517353200,100,48.38,-4.62,50.0,16.11
539,yakima,1,US,1517352780,29,46.6,-120.51,51.8,16.11
540,san juan nepomuceno,8,PY,1517355143,37,-26.11,-55.94,83.69,3.58
541,turukhansk,56,RU,1517355144,72,65.8,87.96,3.91,6.93
542,meulaboh,8,ID,1517355144,100,4.14,96.13,77.08,5.03
543,doha,0,QA,1517353200,47,25.29,51.53,59.0,4.7
544,anito,12,PH,1517355145,99,12.45,125.29,81.26,14.65
545,vanimo,88,PG,1517355024,100,-2.67,141.3,84.46,19.35
546,ashland,1,US,1517354100,45,38.48,-82.64,26.6,5.82
547,inirida,0,CO,1517355147,70,3.87,-67.92,81.31,1.23
548,eyl,0,SO,1517355147,100,7.98,49.82,71.23,18.01
549,kamenka,92,RU,1517355148,90,53.19,44.05,24.83,24.05
550,talnakh,76,RU,1517355148,89,69.49,88.39,3.91,11.63
551,yerkoy,0,TR,1517355149,63,39.64,34.47,15.07,2.8
552,colborne,20,CA,1517349600,61,44.01,-77.89,15.8,11.41
553,seddon,48,NZ,1517355150,77,-41.67,174.07,72.26,11.3
554,lobva,8,RU,1517355151,52,59.19,60.52,16.19,7.05
555,te anau,88,NZ,1517355151,47,-45.41,167.72,72.31,20.24
556,ketchikan,90,US,1517352960,75,55.34,-131.65,42.8,4.7
557,prado,64,BR,1517355153,92,-17.34,-39.22,81.31,24.61
558,wajima,40,JP,1517353200,92,37.4,136.9,30.2,5.82
559,cihuatlan,90,MX,1517352660,69,19.24,-104.57,80.6,11.41
560,tyrma,32,RU,1517355154,30,50.04,132.17,-21.61,3.36
561,gimbi,64,ET,1517355155,94,8.81,37.79,49.72,2.57
562,sept-iles,90,CA,1517353200,50,50.2,-66.38,5.0,11.41
563,brigantine,90,US,1517353920,92,39.41,-74.36,30.2,16.11
